week,threshold,alerts_sent,true_at_risk_reached,false_alerts,missed_at_risk,advisor_hours,precision,recall,net_utility_balanced,net_utility_false_alert_sensitive,net_utility_high_precision,net_utility_high_recall,net_utility
10,0.4,4304,3570,734,732,731.6800000000001,0.8294609665427509,0.8298465829846583,0.3705976193397963,0.32556141857896675,0.21303227389863788,0.32574549024420174,0.3705976193397963
10,0.5,3837,3372,465,930,652.2900000000001,0.8788115715402658,0.7838214783821479,0.35673088722542645,0.3281997791140017,0.2426064547797276,0.28540311694686465,0.35673088722542645
10,0.6000000000000001,3431,3164,267,1138,583.2700000000001,0.9221801224132906,0.7354718735471873,0.3369738618235366,0.3205914836176218,0.2529144680328875,0.24042827340778009,0.3369738618235366
10,0.7000000000000002,3083,2944,139,1358,524.11,0.9549140447615958,0.6843328684332869,0.3110811142471469,0.302552460424592,0.24383359921462755,0.1903607804638606,0.3110811142471469
10,0.8,2775,2713,62,1589,471.75000000000006,0.9776576576576577,0.6306369130636913,0.2803718247637747,0.2765676770155847,0.2202110688428028,0.13602896060866365,0.2803718247637747
12,0.2,5886,4071,1815,231,1000.6200000000001,0.6916411824668706,0.9463040446304045,0.3811203828690637,0.2697570254018898,0.0399435513559946,0.41554178426800836,0.3811203828690637
12,0.30000000000000004,4991,3827,1164,475,848.47,0.7667802043678622,0.8895862389586239,0.38363602896060867,0.3122162228494294,0.15480427046263345,0.37562891152288624,0.38363602896060867
12,0.4,4366,3613,753,689,742.22,0.8275309207512598,0.8398419339841934,0.37602773346422874,0.3298257454902442,0.21628420665112283,0.3357160387777641,0.37602773346422874
12,0.5,3898,3436,462,866,662.6600000000001,0.8814776808619805,0.798698279869828,0.3667321143698613,0.3383850779236716,0.2551233280157075,0.301202601546202,0.3667321143698613
12,0.6000000000000001,3493,3231,262,1071,593.8100000000001,0.9249928428285141,0.7510460251046025,0.347557982574549,0.33148239047735917,0.26647441403853234,0.25702540188980244,0.347557982574549
12,0.7000000000000002,3135,3005,130,1297,532.95,0.9585326953748007,0.698512319851232,0.3209903055589643,0.31301386673211434,0.2572708307767824,0.20560805006749294,0.3209903055589643
12,0.8,2824,2760,64,1542,480.08000000000004,0.9773371104815864,0.6415620641562064,0.28745858387532214,0.28353172168364216,0.22837157933488772,0.14750276107497853,0.28745858387532214
