AUROC,AUPRC,Brier,ECE,Precision,Recall,F1,F1_opt_th,Precision_opt_th,Recall_opt_th,opt_threshold,OOF_train_F1_at_opt_threshold,week,model,target,seed,AUROC_CI_low,AUROC_CI_high,n_features
0.8584184667817727,0.7877438337789389,0.14301646663522566,0.11862138870009577,0.6891685736079328,0.7145116646896006,0.7016113376043487,0.7041691601835228,0.7105475040257649,0.6979043100039541,0.525,0.6949630624580255,6,XGBoost,dropout,77,0.8511280538911604,0.8671392549760083,82
0.8578857846841408,0.7905931716402441,0.12626978736885577,0.014468348247581269,0.8062302006335798,0.6037959667852907,0.6904815735925842,0.7007662041830607,0.7356521739130435,0.6690391459074733,0.375,0.693940026438461,6,Stable-Causal-Temporal,dropout,77,0.8511371560522857,0.8669221594049086,75
0.7048350819945919,0.37896921436429304,0.21922691358576554,0.2449635651839456,0.3369847218218507,0.6593344613649182,0.4460129721480351,0.44534842589317297,0.32440092759598044,0.7100958826847151,0.475,0.44548749331590515,6,Logistic,failure,77,0.6928979119709421,0.7199039741294203,82
0.7276419840759305,0.391671357151355,0.16793776223378698,0.1213370094526308,0.4255591054313099,0.3756345177664975,0.39904134212103054,0.46568437378829003,0.35480059084194976,0.6773829667230682,0.375,0.46837584591358666,6,RandomForest,failure,77,0.7136661112409038,0.743122429901078,82
0.7320100546253185,0.41093999476294646,0.20893432066234965,0.23329116692973406,0.3492282249173098,0.7146080090242527,0.4691723754860211,0.4700258912567218,0.3633004926108374,0.6655386350817822,0.525,0.4729512587038029,6,XGBoost,failure,77,0.7180094704856637,0.746968068930791,82
0.7319406583911325,0.40821200578981764,0.15099575079506825,0.009996967909002083,0.5463414634146342,0.0631697687535251,0.11324570273003033,0.46495726495726497,0.35051546391752575,0.6903553299492385,0.225,0.46943483275663206,6,Stable-Causal-Temporal,failure,77,0.7176438478032389,0.7477060210443991,75
0.8706076065680807,0.7936077917547416,0.1376519605137626,0.11504757485869521,0.6976573938506588,0.7536575721629103,0.7245770766014066,0.725615668024045,0.7119482496194824,0.7398181099248715,0.525,0.7096732111408258,8,Logistic,dropout,77,0.8634621052943668,0.8784209248977193,83
0.8758452133190928,0.8017046282979781,0.12503426431920195,0.0681497106189948,0.739642567018684,0.7200474495848161,0.729713484271689,0.7288231949971575,0.6997816593886463,0.7603795966785291,0.42500000000000004,0.718431674034211,8,RandomForest,dropout,77,0.8692448767796264,0.8843568438864466,83
0.8762167047304648,0.8081528212944507,0.13411967163672248,0.11229348224187165,0.6984069514844315,0.7627520759193357,0.7291627291627292,0.7301147605856747,0.7306930693069307,0.7295373665480427,0.55,0.7187145809720648,8,XGBoost,dropout,77,0.8693346854743914,0.8843722656936833,83
0.8764633806562734,0.8100158797610606,0.11870057809164981,0.012282123335474654,0.7996099463676255,0.6484776591538157,0.7161572052401747,0.730909090909091,0.7472118959107806,0.7153024911032029,0.4,0.7182721974631471,8,Stable-Causal-Temporal,dropout,77,0.8706904547131701,0.8844214058344751,75
0.7200013215802916,0.3969698507348244,0.2143108875853903,0.23962862370104326,0.35013341239252893,0.6661026508742245,0.458997279440342,0.46033193507204084,0.34016172506738546,0.7117879300620418,0.475,0.45883069427527406,8,Logistic,failure,77,0.7068406926178945,0.7342613845966773,83
0.7463574717231354,0.4155448866354663,0.16349385220380014,0.11735164958075399,0.4474616292798111,0.4275239706711788,0.43726564753389097,0.4856366459627329,0.37022787807043506,0.7055837563451777,0.375,0.48686855586537836,8,RandomForest,failure,77,0.7330057201276219,0.7624944487483838,83
