train_module,test_module,target,baseline_AUROC,stable_causal_AUROC,baseline_AUPRC,stable_causal_AUPRC,baseline_ECE,stable_causal_ECE,baseline_Brier,stable_causal_Brier,AUROC_delta,AUPRC_delta,ECE_delta,Brier_delta
CCC,EEE,dropout,0.8986020597796958,0.8920403315083177,0.8027632799913185,0.7911413825855044,0.07065047671473708,0.03506633099022391,0.10042334588034062,0.09782308484651979,-0.00656172827137802,-0.011621897405814097,-0.03558414572451317,-0.0026002610338208276
CCC,EEE,failure,0.7543088703918192,0.7315455221954836,0.404893085235527,0.3735189412173575,0.17688329827774318,0.05522687941273538,0.16882991813389164,0.1420579258942553,-0.02276334819633552,-0.03137414401816946,-0.1216564188650078,-0.026771992239636333
CCC,FFF,dropout,0.86162500426125,0.853424806352885,0.7907166288523182,0.7810171590097803,0.06314623213455434,0.07236669288373453,0.1326699479950726,0.1326787714951257,-0.008200197908365014,-0.009699469842537889,0.00922046074918019,8.823500053101174e-06
CCC,FFF,failure,0.7270666218112342,0.6830992669845761,0.4103737992364989,0.37844881901756,0.09833319489746958,0.10157671717727608,0.16445075727998237,0.16958184345452534,-0.043967354826658034,-0.031924980218938914,0.003243522279806496,0.00513108617454297
CCC,GGG,dropout,0.7627981682206445,0.7500442975327802,0.3847816570627142,0.3692809433228232,0.4683417403966118,0.42353479892090035,0.31767085657318345,0.2854578163848935,-0.012753870687864266,-0.015500713739891037,-0.04480694147571146,-0.032213040188289965
CCC,GGG,failure,0.5143481587626106,0.5087414661750209,0.30017188060489236,0.2915770420239064,0.31265157666542487,0.14216679990308462,0.31757081001302845,0.23337614710827861,-0.005606692587589723,-0.008594838580985975,-0.17048477676234025,-0.08419466290474983
DDD,AAA,dropout,0.8091027407747665,0.7781605675496351,0.6089156977455932,0.5793107255163329,0.14152291384500693,0.06404873073881362,0.12404724143986025,0.10935068786264476,-0.030942173225131375,-0.029604972229260285,-0.0774741831061933,-0.014696553577215485
DDD,AAA,failure,0.6804991051566395,0.661682305517922,0.23668180139344752,0.194030136511285,0.43239591478365147,0.19446603809015292,0.3017442345956895,0.15158545681141744,-0.01881679963871752,-0.042651664882162516,-0.23792987669349855,-0.15015877778427206
DDD,BBB,dropout,0.8797861264906917,0.8731484962092355,0.80473813269537,0.7995937406908746,0.29442900765292984,0.22236376681280248,0.22212301444763444,0.18181548913516968,-0.006637630281456142,-0.005144392004495346,-0.07206524084012736,-0.04030752531246476
DDD,BBB,failure,0.6690966592013905,0.6514191027405174,0.3311476324501009,0.3146155285439351,0.23220357801805241,0.06963754789749951,0.22906560063812678,0.17247230208554043,-0.0176775564608731,-0.01653210390616583,-0.1625660301205529,-0.05659329855258635
